
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	4	1,97802197802198	6	336	0,659340659340659
3	21	6	2,63809523809524	6	756	0,879365079365079
4	28	8	3,2989417989418	6	1344	1,09964726631393
5	35	10	3,96134453781513	6	2100	1,32044817927171
6	42	12	4,62485481997677	6	3024	1,54161827332559
7	49	14	5,2891156462585	6	4116	1,76303854875283
8	56	16	5,9538961038961	6	5376	1,98463203463203
